Jake LaRavia,4:10,0,2,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,-1.4,-5,202510210LAL
Jaxson Hayes,4:10,0,1,.000,0,0,,0,0,,2,2,4,0,0,0,0,1,0,0.9,-5,202510210LAL
Jarred Vanderbilt,2:12,0,2,.000,0,1,.000,0,0,,0,1,1,0,0,0,1,0,0,-2.1,-3,202510210LAL
Bronny James,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,202510210LAL
Dalton Knecht,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,202510210LAL
Christian Koloko,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,202510210LAL
Luka Dončić,22:02,10,14,.714,0,4,.000,1,3,.333,0,5,5,5,1,0,1,1,21,19.0,-7,202510210LAL
Austin Reaves,19:25,4,7,.571,1,2,.500,5,7,.714,0,2,2,5,2,0,2,2,14,13.2,-10,202510210LAL
Rui Hachimura,18:28,1,3,.333,1,3,.333,0,0,,0,2,2,2,0,0,0,1,3,2.9,-8,202510210LAL
Deandre Ayton,17:09,3,5,.600,0,0,,0,0,,1,0,1,0,0,0,1,1,6,3.0,-6,202510210LAL
Gabe Vincent,14:45,0,2,.000,0,2,.000,0,0,,0,0,0,0,0,0,0,2,0,-2.2,-12,202510210LAL
Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,202510210LAL
Marcus Smart,9:54,1,2,.500,0,1,.000,2,2,1.000,0,0,0,0,0,0,0,0,4,3.0,+3,202510210LAL
Jake LaRavia,6:33,2,4,.500,1,2,.500,0,0,,1,1,2,0,0,0,0,0,5,4.0,-1,202510210LAL
Jaxson Hayes,6:51,1,2,.500,0,0,,0,0,,2,2,4,1,0,0,0,1,2,3.3,-3,202510210LAL
Jarred Vanderbilt,4:53,0,2,.000,0,1,.000,0,0,,0,2,2,0,0,0,1,0,0,-1.8,-1,202510210LAL
Bronny James,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,202510210LAL
Dalton Knecht,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,202510210LAL
Christian Koloko,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,202510210LAL
